Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,demand_multiplier,supply_multiplier,adjusted_ride_cost,profit_percentage
61,45,Urban,Silver,6,4.99,Evening,Economy,10,25.993449448411635,1.525,0.8444444444444444,33.47378656745454,28.77777777777778
50,14,Urban,Gold,98,3.52,Night,Premium,109,351.5699575243088,1.25,2.7142857142857144,1192.8266416003335,239.28571428571428
98,25,Suburban,Silver,30,4.76,Afternoon,Economy,60,154.68715967826247,1.2098765432098766,1.52,284.4715963663454,83.90123456790123
54,37,Suburban,Regular,41,4.69,Afternoon,Premium,16,106.59208227583191,1.35,1.027027027027027,147.78848164189668,38.648648648648646
37,13,Rural,Regular,31,4.66,Afternoon,Economy,35,132.1665679180113,0.925,2.923076923076923,357.3580663321614,170.38461538461542
78,41,Urban,Silver,12,4.99,Afternoon,Economy,22,76.224961221763,1.95,0.926829268292683,137.76267381786923,80.73170731707319
84,21,Rural,Gold,88,3.5,Afternoon,Economy,146,598.9400399823005,1.037037037037037,1.8095238095238095,1123.9368651519712,87.65432098765432
44,32,Suburban,Silver,51,4.2,Afternoon,Premium,168,563.1508995670627,1.1,1.1875,735.6158625594757,30.625000000000014
25,11,Urban,Silver,92,3.91,Night,Economy,115,310.1546162756803,0.625,1.0,248.12369302054427,-20.0
38,13,Urban,Gold,38,4.46,Evening,Premium,28,145.13756861567325,0.95,2.923076923076923,403.03586361736956,177.69230769230768
85,25,Urban,Silver,21,4.03,Morning,Economy,73,323.5576857599395,1.0493827160493827,1.52,516.0944814837553,59.50617283950616
31,13,Suburban,Gold,87,4.04,Evening,Economy,11,31.565676162125197,0.775,2.923076923076923,73.815119640662,133.84615384615387
67,6,Rural,Regular,25,4.45,Evening,Premium,31,144.46263762346956,1.675,1.8333333333333333,443.62068303540445,207.08333333333334
77,11,Rural,Silver,70,3.82,Night,Premium,63,252.4930471020809,1.925,1.0,486.0491156715058,92.50000000000001
32,11,Suburban,Silver,30,3.53,Afternoon,Premium,32,146.51277441611944,0.8,1.0,117.21021953289556,-19.999999999999993
71,30,Rural,Regular,60,4.83,Evening,Premium,156,501.801349985356,1.775,1.2666666666666666,1128.216701883742,124.83333333333331
65,38,Urban,Regular,13,4.77,Morning,Premium,132,610.7325514755008,1.625,1.0,992.4403961476888,62.5
64,29,Urban,Silver,66,3.79,Night,Premium,37,194.26239936468437,1.6,1.3103448275862069,407.28116832320035,109.6551724137931
48,38,Urban,Silver,45,4.17,Afternoon,Economy,87,318.2101259853132,1.2,1.0,381.85215118237585,20.000000000000004
76,42,Rural,Gold,95,3.93,Morning,Economy,180,512.6251102173163,1.9,0.9047619047619048,881.2269751831009,71.9047619047619
76,53,Urban,Regular,77,3.67,Afternoon,Premium,179,555.8919187631545,1.9,0.7169811320754716,844.9557165199949,52.0
71,14,Suburban,Silver,8,4.44,Night,Economy,76,242.15886076969636,1.775,2.7142857142857144,1166.68679706543,381.78571428571433
76,9,Urban,Silver,64,4.16,Evening,Economy,10,41.40499127744981,1.9,1.2222222222222223,96.15159085541123,132.22222222222223
51,14,Rural,Gold,16,3.51,Night,Premium,30,180.88655372559683,1.275,2.7142857142857144,625.9966805717976,246.07142857142856
88,38,Rural,Gold,29,3.73,Evening,Premium,167,537.8971058809161,1.0864197530864197,1.0,584.3820409570446,8.64197530864197
60,24,Rural,Gold,5,3.79,Afternoon,Premium,154,556.6629286327259,1.5,1.5833333333333333,1322.074455502724,137.50000000000003
73,55,Rural,Regular,55,4.2,Afternoon,Economy,52,158.5563431447304,1.825,0.6909090909090909,231.49226099130635,45.99999999999999
23,10,Urban,Silver,80,3.88,Afternoon,Economy,22,59.4454065021933,0.575,1.1,52.31195772193011,-11.999999999999984
74,27,Suburban,Silver,51,3.75,Morning,Premium,111,334.1449975015087,1.85,1.4074074074074074,870.0145675687432,160.3703703703704
49,6,Suburban,Gold,18,4.41,Night,Premium,148,443.7750198288772,1.225,1.8333333333333333,996.6447320323534,124.58333333333333
31,8,Rural,Gold,7,3.57,Night,Economy,35,145.24203735141535,0.775,1.375,159.7662410865569,10.000000000000012
57,46,Rural,Regular,42,4.39,Morning,Economy,56,210.6317666138125,1.425,0.8260869565217391,247.95022091604233,17.717391304347835
64,19,Suburban,Regular,35,4.02,Afternoon,Economy,39,152.22919256822726,1.6,2.0,487.1334162183273,220.00000000000003
86,76,Suburban,Regular,84,4.99,Night,Economy,149,612.446726848697,1.0617283950617284,0.5,520.2016642863007,-15.06172839506173
54,28,Suburban,Regular,73,3.56,Morning,Premium,51,250.28588237277447,1.35,1.3571428571428572,458.5594916329761,83.21428571428572
85,37,Rural,Gold,10,3.76,Night,Premium,61,309.08254473187293,1.0493827160493827,1.027027027027027,333.111985146463,7.774441107774442
58,15,Rural,Regular,14,4.76,Night,Premium,12,94.1609176991503,1.45,2.533333333333333,345.8844376815454,267.3333333333333
96,27,Rural,Gold,21,4.37,Night,Premium,57,243.93730652889337,1.1851851851851851,1.4074074074074074,406.89679662432695,66.80384087791495
58,31,Suburban,Silver,32,4.87,Evening,Premium,85,331.19305388667465,1.45,1.2258064516129032,588.6689441663152,77.74193548387095
77,45,Suburban,Silver,88,4.16,Morning,Economy,151,595.2312211886215,1.925,0.8444444444444444,967.5814184432814,62.55555555555558
93,73,Rural,Regular,78,3.81,Night,Premium,106,465.962681649944,1.1481481481481481,0.5205479452054794,427.99535203402263,-8.148148148148147
44,11,Rural,Regular,56,3.83,Afternoon,Premium,18,104.75201005936664,1.1,1.0,115.22721106530331,10.000000000000005
20,10,Rural,Regular,54,4.12,Morning,Premium,168,784.0551260339382,0.5,1.1,689.9685109098657,-11.999999999999991
70,40,Suburban,Regular,9,3.77,Evening,Economy,130,382.9299378688001,1.75,0.95,636.6210217068801,66.24999999999999
42,12,Rural,Gold,92,4.5,Afternoon,Economy,123,319.2967130915861,1.05,3.1666666666666665,1061.6615710295239,232.50000000000003
87,33,Rural,Regular,53,4.15,Evening,Economy,143,640.1373391067773,1.0740740740740742,1.1515151515151516,791.7299076270131,23.681257014590358
70,43,Suburban,Gold,47,4.31,Morning,Economy,57,243.4933853851045,1.75,0.8837209302325582,376.56535181649883,54.65116279069768
61,15,Urban,Gold,29,4.49,Afternoon,Economy,32,135.005874109167,1.525,2.533333333333333,521.5726936417484,286.33333333333326
71,36,Suburban,Silver,69,4.37,Morning,Economy,110,392.9639432866157,1.775,1.0555555555555556,736.2616104078397,87.36111111111113
81,33,Suburban,Regular,41,4.93,Afternoon,Premium,162,617.2885000560723,2.025,1.1515151515151516,1439.4045478580233,133.18181818181822
87,64,Rural,Silver,69,4.55,Evening,Premium,65,310.7883994951958,1.0740740740740742,0.59375,267.04780993661274,-14.074074074074055
85,65,Suburban,Regular,73,4.65,Afternoon,Premium,165,770.0708908209459,1.0493827160493827,0.5846153846153846,646.4792663682016,-16.049382716049372
91,65,Urban,Regular,40,3.58,Evening,Economy,141,373.50470759834695,1.123456790123457,0.5846153846153846,335.6931199155514,-10.123456790123441
83,57,Rural,Silver,80,4.6,Night,Premium,172,814.4195559447121,1.0246913580246915,0.6666666666666666,667.6229446262826,-18.024691358024686
64,10,Suburban,Gold,75,3.61,Morning,Premium,155,473.34669329802574,1.6,1.1,833.0901802045254,76.00000000000001
69,22,Rural,Silver,25,4.41,Night,Premium,74,266.76777889406367,1.725,1.7272727272727273,794.8467230229943,197.95454545454547
37,12,Rural,Silver,15,3.73,Evening,Economy,142,369.36165888010754,0.925,3.1666666666666665,1081.921859136315,192.91666666666666
93,28,Urban,Silver,63,3.9,Evening,Economy,38,111.72394123957052,1.1481481481481481,1.3571428571428572,174.08836346589166,55.820105820105844
66,49,Rural,Gold,42,4.56,Afternoon,Economy,124,429.94835612457183,1.65,0.7755102040816326,567.5318300844349,32.000000000000014
47,36,Rural,Silver,100,4.2,Morning,Economy,103,414.77830030238334,1.175,1.0555555555555556,514.4403085694838,24.027777777777786
71,30,Rural,Regular,45,4.16,Evening,Premium,53,227.1825700126456,1.775,1.2666666666666666,510.7821449117648,124.83333333333331
58,19,Urban,Silver,47,3.97,Evening,Economy,77,247.4420018201041,1.45,2.0,717.5818052783019,190.0
100,18,Suburban,Silver,50,4.89,Morning,Premium,51,213.8232968736634,1.2345679012345678,2.111111111111111,557.2897998079019,160.63100137174214
94,28,Urban,Regular,59,4.45,Night,Economy,173,652.5878909594384,1.1604938271604939,1.3571428571428572,1027.7971545445828,57.49559082892416
49,6,Rural,Silver,23,4.65,Night,Premium,69,289.6463054085282,1.225,1.8333333333333333,650.4973275633196,124.58333333333336
42,7,Rural,Gold,90,3.67,Evening,Economy,32,123.762469326047,1.05,1.5714285714285714,204.20807438797758,65.00000000000003
79,63,Urban,Gold,56,4.66,Evening,Premium,70,292.5906288976858,1.975,0.6031746031746031,462.29319365834357,57.99999999999999
59,5,Rural,Gold,17,4.97,Evening,Premium,143,440.93951077757487,1.475,2.2,1430.8487124732308,224.50000000000006
54,7,Urban,Regular,91,3.75,Night,Economy,97,298.3226183929867,1.35,1.5714285714285714,632.8701261622647,112.14285714285714
60,6,Rural,Silver,65,4.76,Morning,Economy,168,629.2044295696749,1.5,1.8333333333333333,1730.3121813166058,175.0
26,13,Suburban,Silver,4,3.63,Night,Premium,123,441.99619244539696,0.65,2.923076923076923,1033.5910961800053,133.84615384615387
90,10,Rural,Silver,59,4.44,Morning,Premium,147,691.5012905566776,1.1111111111111112,1.1,845.1682440137172,22.222222222222232
34,12,Suburban,Silver,38,4.18,Afternoon,Economy,24,106.94859059241988,0.85,3.1666666666666665,287.8699563445968,169.16666666666663
80,34,Suburban,Silver,84,3.8,Night,Economy,174,561.4385219871201,2.0,1.1176470588235294,1254.9802256182686,123.52941176470591
21,7,Rural,Regular,58,4.31,Morning,Premium,75,328.45835687553256,0.525,1.5714285714285714,412.9190772149552,25.71428571428572
97,71,Suburban,Silver,52,4.32,Evening,Economy,36,133.38738314122594,1.1975308641975309,0.5352112676056338,127.78840656492757,-4.197530864197528
64,7,Suburban,Regular,92,4.58,Evening,Premium,16,114.6992021313152,1.6,1.5714285714285714,288.38656535873537,151.42857142857144
47,34,Rural,Gold,16,4.38,Evening,Premium,46,237.14338896943255,1.175,1.1176470588235294,311.42506816132834,31.32352941176471
44,28,Rural,Gold,30,3.93,Evening,Premium,42,157.10657171647188,1.1,1.3571428571428572,234.53766777673306,49.28571428571431
21,9,Suburban,Gold,13,4.01,Evening,Economy,127,431.251597706785,0.525,1.2222222222222223,421.6682288688565,-2.2222222222222103
57,37,Urban,Gold,59,3.92,Evening,Economy,159,585.8075881778408,1.425,1.027027027027027,857.3373216170291,46.35135135135135
62,5,Rural,Silver,51,4.4,Afternoon,Economy,160,647.204374917644,1.55,2.2,2206.9669184691666,241.00000000000006
25,6,Urban,Gold,60,3.91,Evening,Premium,145,559.578839787104,0.625,1.8333333333333333,820.7156316877526,46.666666666666686
92,33,Suburban,Silver,70,3.69,Evening,Premium,46,173.1505322724627,1.1358024691358024,1.1515151515151516,226.46249937318728,30.789375233819683
38,7,Rural,Gold,46,3.79,Night,Economy,78,198.17046750812372,0.95,1.5714285714285714,295.8401979228418,49.28571428571427
99,31,Urban,Silver,0,3.54,Morning,Economy,50,192.7088692483722,1.2222222222222223,1.2258064516129032,288.7179474760559,49.820788530465975
35,7,Rural,Regular,65,4.19,Night,Economy,65,165.0758241756551,0.875,1.5714285714285714,226.97925824152577,37.50000000000001
30,13,Urban,Gold,53,3.68,Night,Premium,124,379.4680328899806,0.75,2.923076923076923,887.3713999888777,133.84615384615387
28,6,Urban,Gold,53,4.48,Night,Premium,148,461.10955384851616,0.7,1.8333333333333333,676.2940123111571,46.66666666666668
59,47,Rural,Silver,73,3.54,Night,Economy,75,234.5672445982206,1.475,0.8085106382978723,279.7339161644737,19.25531914893617
24,13,Urban,Silver,50,4.26,Night,Premium,141,540.0620306756346,0.6,2.923076923076923,1262.914287118407,133.84615384615384
21,6,Suburban,Regular,15,3.81,Evening,Premium,80,318.8415033130425,0.525,1.8333333333333333,467.63420485912906,46.66666666666669
84,54,Suburban,Silver,59,4.98,Afternoon,Premium,43,196.31514152174805,1.037037037037037,0.7037037037037037,162.86885815137614,-17.03703703703704
100,50,Urban,Silver,83,4.91,Morning,Premium,173,622.4914304114809,1.2345679012345678,0.76,614.8063510236848,-1.2345679012345778
30,11,Urban,Silver,99,4.96,Evening,Economy,83,349.6745279402746,0.75,1.0,279.73962235221967,-19.999999999999996
45,35,Rural,Regular,0,4.58,Afternoon,Premium,41,206.1473318707726,1.125,1.0857142857142856,251.79424107072936,22.142857142857125
53,35,Urban,Gold,35,3.92,Afternoon,Premium,166,635.9330544824535,1.325,1.0857142857142856,914.8351226626152,43.85714285714285
65,41,Rural,Gold,51,3.57,Night,Premium,48,251.1121418065252,1.625,0.926829268292683,378.199384306169,50.60975609756097
93,6,Rural,Silver,85,4.47,Night,Economy,107,324.098767437868,1.1481481481481481,1.8333333333333333,682.2078993599567,110.49382716049385
28,5,Rural,Regular,69,4.49,Morning,Premium,132,425.4887347951667,0.7,2.2,748.8601732394935,76.00000000000003
38,8,Urban,Silver,78,3.57,Night,Economy,114,470.2690237026412,0.95,1.375,614.288912211575,30.624999999999993
25,6,Urban,Regular,69,4.45,Evening,Premium,94,398.051725971793,0.625,1.8333333333333333,583.8091980919631,46.66666666666668
76,23,Rural,Regular,64,3.57,Night,Premium,115,564.9317250247195,1.9,1.6521739130434783,1773.394371599337,213.91304347826087
22,7,Suburban,Gold,73,4.91,Morning,Premium,73,238.31899146487595,0.55,1.5714285714285714,299.6010178415583,25.7142857142857
40,5,Rural,Silver,17,4.55,Afternoon,Economy,72,184.9552256292673,1.0,2.2,406.90149638438805,120.00000000000001
89,16,Suburban,Regular,27,4.86,Afternoon,Economy,161,624.305615960136,1.0987654320987654,2.375,1629.1678959700464,160.9567901234568
31,21,Suburban,Silver,77,4.83,Afternoon,Economy,107,389.3845083155804,0.775,1.8095238095238095,563.6804310854117,44.76190476190478
92,45,Rural,Silver,59,4.23,Morning,Premium,121,574.8939389332888,1.1358024691358024,0.8444444444444444,551.3934733911599,-4.087791495198902
58,32,Urban,Gold,92,4.59,Afternoon,Premium,111,517.9444619823878,1.45,1.1875,891.835620475924,72.1875
58,20,Rural,Silver,42,3.51,Evening,Economy,125,527.1792011771714,1.45,1.9,1452.3786992431071,175.49999999999997
36,7,Suburban,Regular,26,4.35,Morning,Economy,59,201.49683080394215,0.9,1.5714285714285714,284.97408927986106,41.428571428571445
66,40,Rural,Regular,93,4.86,Evening,Economy,153,627.0167510146084,1.65,0.95,982.8487572153987,56.75
76,54,Urban,Regular,58,4.05,Evening,Economy,74,218.6251778894482,1.9,0.7037037037037037,332.31027039196124,51.99999999999999
55,23,Urban,Gold,46,4.58,Afternoon,Premium,150,654.676536309137,1.375,1.6521739130434783,1487.2543053109744,127.1739130434783
21,8,Urban,Regular,57,4.78,Night,Premium,84,293.5602166445157,0.525,1.375,322.9162383089673,10.000000000000005
61,45,Rural,Gold,42,4.25,Afternoon,Economy,102,421.98526198279467,1.525,0.8444444444444444,543.4232429311767,28.777777777777775
72,62,Suburban,Regular,48,3.82,Evening,Economy,126,553.7408048680613,1.8,0.6129032258064516,797.3867590100084,44.000000000000014
65,18,Rural,Gold,65,4.01,Morning,Economy,111,330.62430999065225,1.625,2.111111111111111,1134.2250634401544,243.05555555555557
20,8,Rural,Silver,27,4.99,Morning,Economy,83,261.4451502998812,0.5,1.375,287.5896653298694,10.000000000000012
22,7,Suburban,Silver,16,4.1,Night,Economy,147,520.0637873298249,0.55,1.5714285714285714,653.7944755003513,25.71428571428571
72,49,Suburban,Gold,15,4.34,Night,Premium,19,117.63327810103034,1.8,0.7755102040816326,169.3919204654837,44.000000000000014
42,30,Urban,Regular,26,4.79,Afternoon,Economy,138,493.0149508584995,1.05,1.2666666666666666,655.7098846418044,33.00000000000001
100,54,Suburban,Regular,91,4.59,Night,Premium,61,203.1132957396489,1.2345679012345678,0.7037037037037037,200.60572418730754,-1.234567901234569
87,32,Suburban,Silver,38,4.76,Afternoon,Economy,114,421.7762985074602,1.0740740740740742,1.1875,537.9600474018763,27.546296296296298
36,8,Urban,Gold,47,4.07,Afternoon,Economy,77,305.0088858607341,0.9,1.375,377.44849625265846,23.750000000000004
70,38,Urban,Silver,99,4.19,Morning,Economy,76,317.77188818101894,1.75,1.0,556.1008043167832,75.00000000000001
41,7,Urban,Gold,4,4.15,Night,Economy,83,364.9140560714328,1.025,1.5714285714285714,587.7722831722007,61.07142857142856
59,40,Rural,Gold,64,4.72,Night,Economy,157,398.3194964103068,1.475,0.95,558.1451943449424,40.12500000000001
33,14,Urban,Regular,38,4.89,Morning,Economy,127,461.3060120664082,0.825,2.7142857142857144,1032.9959627344213,123.92857142857146
70,26,Urban,Silver,15,3.67,Night,Premium,70,358.2348071386952,1.75,1.4615384615384615,916.254410566278,155.76923076923072
45,7,Rural,Regular,87,4.35,Evening,Economy,74,224.3071067625652,1.125,1.5714285714285714,396.5429208838206,76.78571428571426
98,71,Suburban,Regular,83,4.55,Morning,Economy,139,558.3815496134125,1.2098765432098766,0.5352112676056338,540.4581912307598,-3.209876543209875
75,63,Urban,Gold,42,4.55,Evening,Premium,138,660.4425622593634,1.875,0.6031746031746031,990.663843389045,49.999999999999986
100,34,Rural,Gold,33,4.75,Night,Economy,156,537.4486716625657,1.2345679012345678,1.1176470588235294,741.5776878423202,37.98111837327524
76,23,Urban,Silver,53,3.94,Evening,Economy,117,480.104370355134,1.9,1.6521739130434783,1507.1102408539425,213.91304347826087
32,12,Urban,Silver,69,3.68,Morning,Economy,55,162.28310451017555,0.8,3.1666666666666665,411.1171980924447,153.33333333333331
35,23,Suburban,Gold,58,3.78,Afternoon,Economy,164,638.0445145215127,0.875,1.6521739130434783,922.3904394713173,44.56521739130435
30,16,Suburban,Gold,89,3.63,Afternoon,Economy,142,420.1110979571745,0.75,2.375,798.2110861186316,90.00000000000001
75,56,Urban,Regular,66,3.69,Evening,Premium,22,124.49060049402551,1.875,0.6785714285714286,186.73590074103828,50.000000000000014
25,6,Rural,Regular,23,3.95,Morning,Premium,55,235.27811761739352,0.625,1.8333333333333333,345.0745725055105,46.666666666666664
88,16,Suburban,Gold,26,4.18,Morning,Economy,32,127.33149010162909,1.0864197530864197,2.375,328.5466843363022,158.02469135802468
43,26,Rural,Silver,69,4.9,Evening,Economy,107,391.0269903920518,1.075,1.4615384615384615,614.3635599044351,57.11538461538458
39,20,Rural,Silver,97,4.25,Morning,Economy,121,319.5430197104816,0.975,1.9,591.9534440136671,85.24999999999999
77,63,Suburban,Gold,72,4.56,Morning,Economy,113,380.2853707615285,1.925,0.6031746031746031,585.6394709727539,54.0
41,14,Suburban,Silver,59,4.72,Morning,Premium,49,179.62342246641472,1.025,2.7142857142857144,499.73802179048954,178.2142857142857
51,20,Rural,Silver,97,4.8,Morning,Economy,130,452.112640122952,1.275,1.9,1095.242870697851,142.25
30,10,Suburban,Gold,86,4.95,Evening,Economy,149,565.6691466337952,0.75,1.1,497.78884903773985,-11.99999999999999
29,8,Urban,Gold,52,4.68,Afternoon,Premium,121,402.1558775823215,0.725,1.375,442.3714653405537,10.000000000000005
21,5,Rural,Gold,8,4.44,Afternoon,Premium,159,689.8421599513094,0.525,2.2,1214.1222015143048,76.00000000000003
50,15,Suburban,Regular,62,4.51,Night,Economy,83,307.6469280930268,1.25,2.533333333333333,974.2152722945849,216.66666666666669
61,42,Rural,Gold,11,3.72,Night,Economy,52,186.5262770863605,1.525,0.9047619047619048,257.3618513608236,37.97619047619049
67,5,Suburban,Silver,81,4.53,Morning,Premium,14,91.06777716361007,1.675,2.2,335.5847588479032,268.50000000000006
73,22,Suburban,Regular,26,4.99,Night,Economy,33,143.8549860520897,1.825,1.7272727272727273,453.470149214201,215.22727272727275
35,18,Urban,Gold,27,3.82,Morning,Economy,158,553.837359075948,0.875,2.111111111111111,1023.0606771819596,84.72222222222223
96,58,Urban,Silver,25,3.61,Morning,Economy,85,336.56848365859423,1.1851851851851851,0.6551724137931034,319.1167845059264,-5.185185185185187
38,28,Urban,Gold,8,4.83,Morning,Economy,29,95.02020685904614,0.95,1.3571428571428572,122.50819527184164,28.92857142857144
75,28,Urban,Gold,6,4.02,Evening,Premium,171,575.0117219060105,1.875,1.3571428571428572,1463.1994709215446,154.46428571428572
57,26,Suburban,Silver,92,4.11,Afternoon,Premium,58,264.675747588135,1.425,1.4615384615384615,551.2381435345196,108.26923076923079
36,10,Rural,Gold,65,3.54,Night,Economy,53,185.61792391524813,0.9,1.1,183.76174467609567,-0.9999999999999849
73,27,Rural,Gold,98,3.97,Evening,Economy,57,251.1556502722435,1.825,1.4074074074074074,645.097938754818,156.85185185185182
68,29,Rural,Gold,51,3.99,Evening,Economy,110,299.689056274687,1.7,1.3103448275862069,667.5832081153372,122.75862068965517
25,9,Rural,Gold,11,3.58,Night,Economy,31,92.65681121424488,0.625,1.2222222222222223,90.59777096503944,-2.2222222222222183
97,25,Urban,Regular,95,4.91,Night,Premium,101,332.2293764400841,1.1975308641975309,1.52,604.739497065753,82.02469135802467
30,7,Rural,Regular,85,3.74,Evening,Economy,44,184.11208970364285,0.75,1.5714285714285714,231.45519848457957,25.714285714285705
83,7,Suburban,Gold,24,4.9,Morning,Premium,24,124.5817744544144,1.0246913580246915,1.5714285714285714,200.60522059414524,61.02292768959436
27,5,Rural,Gold,2,4.3,Evening,Economy,22,60.98181721983856,0.675,2.2,107.32799830691589,76.00000000000003
58,21,Suburban,Gold,72,4.14,Afternoon,Economy,10,35.88598786056829,1.45,1.8095238095238095,94.15799671987205,162.38095238095238
32,15,Urban,Gold,67,3.76,Evening,Premium,23,132.12301879164062,0.8,2.533333333333333,267.76931808439167,102.66666666666669
76,8,Urban,Gold,40,4.68,Afternoon,Economy,157,561.5796822292014,1.9,1.375,1467.1269198237885,161.25
21,9,Suburban,Regular,38,4.54,Morning,Economy,179,546.3787898746884,0.525,1.2222222222222223,534.2370389885843,-2.2222222222222046
47,37,Urban,Gold,53,4.69,Night,Economy,41,147.4597413359118,1.175,1.027027027027027,177.94803920671518,20.675675675675684
33,20,Suburban,Regular,97,4.13,Morning,Premium,169,668.8922140357987,0.825,1.9,1048.4885455011145,56.75
92,66,Rural,Silver,26,3.56,Evening,Economy,19,62.06928479024478,1.1358024691358024,0.5757575757575758,56.398757537802666,-9.135802469135799
24,7,Rural,Silver,34,3.51,Afternoon,Premium,111,477.7411361723483,0.6,1.5714285714285714,600.5888569023807,25.714285714285705
75,9,Rural,Gold,71,4.06,Night,Economy,150,411.0057654245888,1.875,1.2222222222222223,941.8882124313494,129.1666666666667
89,76,Urban,Gold,35,4.8,Night,Premium,177,650.2985711974341,1.0987654320987654,0.5,571.6204724599668,-12.098765432098759
67,20,Urban,Regular,42,4.13,Evening,Economy,68,243.22861759627588,1.675,1.9,774.075075500148,218.25000000000006
61,23,Suburban,Silver,51,4.73,Evening,Premium,150,680.9330686248741,1.525,1.6521739130434783,1715.6552750787587,151.9565217391304
80,67,Rural,Regular,80,4.74,Night,Economy,147,432.30725774113824,2.0,0.5671641791044776,691.6916123858213,60.00000000000002
66,15,Suburban,Gold,62,4.59,Night,Economy,161,720.729944900258,1.65,2.533333333333333,3012.6511696830785,318.0
39,12,Suburban,Regular,54,3.77,Morning,Premium,176,510.4543750320455,0.975,3.1666666666666665,1576.0278829114404,208.75
46,22,Urban,Regular,9,4.33,Morning,Economy,128,522.7974318549136,1.15,1.7272727272727273,1038.4658078208965,98.63636363636363
89,74,Rural,Silver,41,4.89,Morning,Premium,115,432.16279228896633,1.0987654320987654,0.5135135135135135,379.87642976511614,-12.098765432098752
60,16,Urban,Gold,56,4.33,Night,Premium,126,382.4570671338528,1.5,2.375,1362.5033016643506,256.25000000000006
58,13,Rural,Regular,99,3.62,Morning,Premium,106,351.43931589566165,1.45,2.923076923076923,1489.5620235269967,323.84615384615387
68,16,Urban,Silver,93,4.44,Morning,Premium,154,510.19578633034166,1.7,2.375,2059.915487308754,303.74999999999994
45,19,Suburban,Silver,71,3.72,Night,Economy,121,313.92644056486665,1.125,2.0,706.3344912709499,124.99999999999997
91,61,Suburban,Gold,100,4.88,Night,Economy,101,372.2298219510593,1.123456790123457,0.6229508196721312,334.5472967658904,-10.123456790123441
39,12,Urban,Regular,70,4.02,Morning,Premium,66,314.46800852423786,0.975,3.1666666666666665,970.9199763185844,208.75
97,9,Rural,Gold,58,4.32,Evening,Premium,142,491.5779538643877,1.1975308641975309,1.2222222222222223,719.4974990031574,46.36488340192045
42,18,Suburban,Silver,39,3.94,Afternoon,Economy,128,527.1558943563921,1.05,2.111111111111111,1168.5288991566692,121.6666666666667
27,15,Urban,Gold,11,3.77,Evening,Economy,111,432.849396942834,0.675,2.533333333333333,877.2414444708103,102.66666666666669
67,48,Rural,Regular,94,4.3,Evening,Premium,168,544.6027807887253,1.675,0.7916666666666666,729.767726256892,34.00000000000002
69,51,Urban,Regular,75,3.57,Night,Premium,136,470.18271352951473,1.725,0.7450980392156863,648.8521446707304,38.00000000000001
69,47,Urban,Regular,65,4.22,Night,Economy,18,53.5391040086766,1.725,0.8085106382978723,74.66996314401598,39.46808510638297
93,18,Suburban,Gold,34,3.54,Afternoon,Economy,80,352.0685727015968,1.1481481481481481,2.111111111111111,853.3678572890556,142.38683127572017
84,74,Suburban,Regular,7,4.4,Afternoon,Premium,101,396.3698341114785,1.037037037037037,0.5135135135135135,328.84015867026363,-17.037037037037038
96,48,Urban,Gold,41,4.39,Morning,Economy,130,367.7829980600229,1.1851851851851851,0.7916666666666666,348.7127685309847,-5.1851851851851825
30,13,Suburban,Gold,72,4.18,Night,Premium,113,352.9356730761453,0.75,2.923076923076923,825.3264970396013,133.84615384615387
60,48,Suburban,Regular,15,4.06,Morning,Economy,78,339.1055825696459,1.5,0.7916666666666666,406.9266990835751,20.00000000000001
72,39,Urban,Regular,39,3.77,Night,Premium,115,347.8959667426787,1.8,0.9743589743589743,610.1560032102365,75.38461538461539
31,13,Suburban,Regular,82,4.63,Morning,Economy,108,469.2509135918648,0.775,2.923076923076923,1097.3252133225146,133.84615384615387
71,13,Rural,Silver,60,4.3,Night,Premium,62,213.8430201203033,1.775,2.923076923076923,1109.5162851626503,418.8461538461537
91,61,Rural,Silver,86,4.44,Morning,Premium,129,567.5392184514062,1.123456790123457,0.6229508196721312,510.08463090447384,-10.123456790123438
91,60,Rural,Gold,2,3.53,Evening,Premium,107,492.179013222281,1.123456790123457,0.6333333333333333,442.35348348866745,-10.123456790123443
32,6,Urban,Silver,13,4.75,Afternoon,Economy,53,173.88747446193491,0.8,1.8333333333333333,255.03496254417124,46.666666666666686
23,10,Suburban,Gold,47,4.84,Evening,Economy,125,418.10682439062094,0.575,1.1,367.9340054637465,-11.99999999999999
61,47,Suburban,Silver,100,4.58,Night,Premium,157,658.3040013013618,1.525,0.8085106382978723,811.6748271364662,23.29787234042551
57,40,Urban,Regular,78,3.62,Afternoon,Economy,171,764.5953413909641,1.425,0.95,1035.0709434080177,35.375
89,70,Suburban,Gold,86,4.51,Afternoon,Economy,90,384.2092919756728,1.0987654320987654,0.5428571428571428,337.7247109712087,-12.098765432098755
64,45,Rural,Gold,22,3.96,Night,Premium,118,404.6018875393623,1.6,0.8444444444444444,546.6621058309606,35.11111111111112
91,29,Urban,Regular,82,3.73,Afternoon,Premium,90,446.81702579708536,1.123456790123457,1.3103448275862069,657.766400683832,47.211579395487455
91,53,Suburban,Gold,67,4.56,Night,Economy,50,158.1067231747087,1.123456790123457,0.7169811320754716,142.10085737183698,-10.123456790123436
